Station ID,Visit,Data_Source,Location,Date,Chl,MC
NLA12_ID-145,1,NLA 12,,,0.63,NA
NLA12_ID-148,1,NLA 12,,,5.546666667,NA
NLA12_ID-148,1,NLA 12,,,5.2,NA
NLA12_ID-149,1,NLA 12,,,13.28,0.10872
NLA12_ID-149,1,NLA 12,,,26.72,0.14069
NLA12_ID-151,1,NLA 12,,,91.84,NA
NLA12_ID-151,1,NLA 12,,,764.64,NA
NLA12_ID-158,1,NLA 12,,,NA,NA
NLA12_ID-158,1,NLA 12,,,0.248171429,NA
NLA12_ID-165,1,NLA 12,,,3.6,NA
NLA12_ID-165,1,NLA 12,,,4.056,NA
NLA12_ID-166,1,NLA 12,,,1.25,NA
NLA12_ID-166,1,NLA 12,,,2.456,NA
NLA12_ID-168,1,NLA 12,,,1.296,NA
NLA12_ID-168,1,NLA 12,,,0.78,NA
NLA12_ID-175,1,NLA 12,,,11.48,NA
NLA12_ID-175,1,NLA 12,,,24.48,NA
NLA12_ID-180,1,NLA 12,,,1.156,NA
NLA12_ID-180,1,NLA 12,,,1.98,NA
NLA12_ID-194,1,NLA 12,,,31.36,NA
NLA12_ID-194,1,NLA 12,,,22.88,NA
NLA12_ID-198,1,NLA 12,,,32.64,NA
NLA12_ID-198,1,NLA 12,,,22.56,NA
NLA12_ID-203,1,NLA 12,,,26.51,NA
NLA12_ID-203,1,NLA 12,,,22.29333333,NA
NLA12_ID-205,1,NLA 12,,,2.144,NA
NLA12_ID-205,1,NLA 12,,,5.44,NA
NLA12_ID-207,1,NLA 12,,,5.448,NA
NLA12_ID-207,1,NLA 12,,,12,NA
NLA12_ID-209,1,NLA 12,,,0.27,NA
NLA12_ID-209,1,NLA 12,,,0.424,NA
NLA12_ID-210,1,NLA 12,,,0.384,NA
NLA12_ID-210,1,NLA 12,,,0.7,NA
NLA12_ID-214,1,NLA 12,,,24,NA
NLA12_ID-214,1,NLA 12,,,8.72,NA
NLA12_ID-215,1,NLA 12,,,0.717714286,NA
NLA12_ID-215,1,NLA 12,,,0.9,NA
NLA12_ID-216,1,NLA 12,,,42.72,NA
NLA12_ID-216,1,NLA 12,,,86.56,NA
NLA12_ID-218,1,NLA 12,,,2.37,NA
NLA12_ID-218,1,NLA 12,,,2.04,NA
NLA12_ID-220,1,NLA 12,,,1.04,9.3914
NLA12_ID-220,1,NLA 12,,,1.130666667,NA
NLA12_ID-221,1,NLA 12,,,6.08,NA
NLA12_ID-221,1,NLA 12,,,8.68,NA
NLA12_IL-109,1,NLA 12,,,33.92,1.8824
NLA12_IL-109,1,NLA 12,,,32.8,3.14215
NLA12_IL-109,2,NLA 12,,,39.5,11.14995
NLA12_IL-109,2,NLA 12,,,40.8,7.1007
NLA12_IL-110,1,NLA 12,,,4.533333333,0.32072
NLA12_IL-110,1,NLA 12,,,5.45,0.17212
NLA12_IL-111,1,NLA 12,,,44.96,0.12391
NLA12_IL-111,1,NLA 12,,,59.36,0.11668
NLA12_IL-112,1,NLA 12,,,24.8,0.32992
NLA12_IL-112,1,NLA 12,,,38.72,0.4197
NLA12_IL-114,1,NLA 12,,,2.41,0.10603
NLA12_IL-114,1,NLA 12,,,2.8768,0.15407
NLA12_IL-116,1,NLA 12,,,0.220699301,2.04417
NLA12_IL-116,1,NLA 12,,,0.22,1.29884
NLA12_IL-118,1,NLA 12,,,53.44,0.39112
NLA12_IL-118,1,NLA 12,,,57.28,0.36325
NLA12_IL-120,1,NLA 12,,,48.64,NA
NLA12_IL-120,1,NLA 12,,,46.88,NA
NLA12_IL-123,1,NLA 12,,,216,0.30762
NLA12_IL-123,1,NLA 12,,,234.4,NA
NLA12_IL-R03,1,NLA 12,,,4.976,NA
NLA12_IL-R03,1,NLA 12,,,7.26,NA
NLA12_IL-R04,1,NLA 12,,,7.9,NA
NLA12_IL-R04,1,NLA 12,,,9.84,0.11622
NLA12_IN-120,1,NLA 12,,,21.7,0.34101
NLA12_IN-120,1,NLA 12,,,4.63,0.10315
NLA12_IN-126,1,NLA 12,,,26.88,NA
NLA12_IN-126,1,NLA 12,,,24.64,NA
NLA12_IN-127,1,NLA 12,,,19.76,NA
NLA12_IN-127,1,NLA 12,,,32.48,NA
NLA12_IN-128,1,NLA 12,,,5.25,0.13585
NLA12_IN-128,1,NLA 12,,,4.08,0.14371
NLA12_IN-128,2,NLA 12,,,5.6,0.11973
NLA12_IN-128,2,NLA 12,,,3.26,0.19128
NLA12_IN-130,1,NLA 12,,,4.96,NA
NLA12_IN-130,1,NLA 12,,,5.893333333,NA
NLA12_IN-131,1,NLA 12,,,0.908,NA
NLA12_IN-131,1,NLA 12,,,6.32,NA
NLA12_IN-134,1,NLA 12,,,16.29,0.15883
NLA12_IN-134,1,NLA 12,,,18.24,0.14527
NLA12_IN-135,1,NLA 12,,,10.67,NA
NLA12_IN-135,1,NLA 12,,,3.56,NA
NLA12_IN-142,1,NLA 12,,,128.4,NA
NLA12_IN-142,1,NLA 12,,,12.48,NA
NLA12_IN-144,1,NLA 12,,,7.52,NA
NLA12_IN-144,1,NLA 12,,,7.4,NA
NLA12_IN-145,1,NLA 12,,,74.56,0.16912
NLA12_IN-145,1,NLA 12,,,77.76,0.10216
NLA12_IN-146,1,NLA 12,,,2.56,0.12963
NLA12_IN-146,1,NLA 12,,,2.64,0.21208
NLA12_IN-147,1,NLA 12,,,73.6,NA
NLA12_IN-147,1,NLA 12,,,72,NA
NLA12_IN-155,1,NLA 12,,,2.37,NA
NLA12_IN-155,1,NLA 12,,,3.253333333,NA
NLA12_IN-159,1,NLA 12,,,25.2,0.113
NLA12_IN-159,1,NLA 12,,,60.912,NA
NLA12_IN-160,1,NLA 12,,,6.056,0.24612
NLA12_IN-160,1,NLA 12,,,7.65,0.35062
NLA12_IN-162,1,NLA 12,,,16.32,0.18655
NLA12_IN-162,1,NLA 12,,,17.44,0.20682
NLA12_IN-163,1,NLA 12,,,35.6,0.14405
NLA12_IN-163,1,NLA 12,,,40.59,0.10605
NLA12_IN-164,1,NLA 12,,,2.309,0.14261
NLA12_IN-164,1,NLA 12,,,2.16,0.11644
NLA12_IN-166,1,NLA 12,,,28.53,0.1146
NLA12_IN-166,1,NLA 12,,,22.72,0.10117
NLA12_IN-171,1,NLA 12,,,11.952,NA
NLA12_IN-171,1,NLA 12,,,9.54,NA
NLA12_IN-172,1,NLA 12,,,2.16,NA
NLA12_IN-172,1,NLA 12,,,1.57,NA
NLA12_IN-174,1,NLA 12,,,3.204,0.26404
NLA12_IN-174,1,NLA 12,,,5.08,0.20335
NLA12_IN-179,1,NLA 12,,,171,0.12171
NLA12_IN-179,1,NLA 12,,,36.5,0.10814
NLA12_IN-180,1,NLA 12,,,9.67,NA
NLA12_IN-180,1,NLA 12,,,13.44,NA
NLA12_IN-183,1,NLA 12,,,12.976,NA
NLA12_IN-183,1,NLA 12,,,71.4,0.56247
NLA12_IN-185,1,NLA 12,,,30,0.88008
NLA12_IN-185,1,NLA 12,,,25.52,0.46478
NLA12_IN-186,1,NLA 12,,,2.736,0.14859
NLA12_IN-186,1,NLA 12,,,2.64,NA
NLA12_IN-187,1,NLA 12,,,5.04,NA
NLA12_IN-187,1,NLA 12,,,4.7,NA
NLA12_IN-191,1,NLA 12,,,65.47,0.10135
NLA12_IN-191,1,NLA 12,,,56.1,NA
NLA12_IN-193,1,NLA 12,,,5.31,0.21331
NLA12_IN-193,1,NLA 12,,,5.104,0.17165
NLA12_IN-196,1,NLA 12,,,3.28,NA
NLA12_IN-196,1,NLA 12,,,4.165714286,0.11711
NLA12_IN-199,1,NLA 12,,,4.18,NA
NLA12_IN-199,1,NLA 12,,,16.8,NA
NLA12_IN-201,1,NLA 12,,,24.48,NA
NLA12_IN-201,1,NLA 12,,,19.12,NA
NLA12_IN-202,1,NLA 12,,,13.28,NA
NLA12_IN-202,1,NLA 12,,,10.88,NA
NLA12_KS-109,1,NLA 12,,,9.92,0.12207
NLA12_KS-109,1,NLA 12,,,9.79,0.1439
NLA12_KS-109,2,NLA 12,,,12.97777778,0.1187
NLA12_KS-109,2,NLA 12,,,9.76,NA
NLA12_KS-114,1,NLA 12,,,11.39,NA
NLA12_KS-114,1,NLA 12,,,15.408,NA
NLA12_KS-121,1,NLA 12,,,21.71428571,0.11372
NLA12_KS-121,1,NLA 12,,,17.8,NA
NLA12_KS-124,1,NLA 12,,,22.44,0.14591
NLA12_KS-124,1,NLA 12,,,19.71,0.11447
NLA12_KS-125,1,NLA 12,,,3.066666667,NA
NLA12_KS-125,1,NLA 12,,,NA,0.10132
NLA12_KS-126,1,NLA 12,,,9,NA
NLA12_KS-126,1,NLA 12,,,6.336,NA
NLA12_KS-130,1,NLA 12,,,11.62,0.17387
NLA12_KS-130,1,NLA 12,,,14.688,NA
NLA12_KS-138,1,NLA 12,,,3.588571429,NA
NLA12_KS-138,1,NLA 12,,,3.9,NA
NLA12_KY-104,1,NLA 12,,,138,0.10561
NLA12_KY-104,1,NLA 12,,,133.14,0.12184
NLA12_KY-117,1,NLA 12,,,22.56,NA
NLA12_KY-117,1,NLA 12,,,20.9,0.12207
NLA12_KY-120,1,NLA 12,,,78.33333333,0.12
NLA12_KY-120,1,NLA 12,,,77.6,0.13777
NLA12_KY-122,1,NLA 12,,,59,0.15076
NLA12_KY-122,1,NLA 12,,,48.54545455,0.10388
NLA12_LA-109,1,NLA 12,,,41.4,NA
NLA12_LA-109,1,NLA 12,,,51.6,NA
NLA12_LA-134,1,NLA 12,,,8.72,0.5214
NLA12_LA-134,1,NLA 12,,,24.03,0.34118
NLA12_LA-134,2,NLA 12,,,14.72,0.12464
NLA12_LA-134,2,NLA 12,,,13.6,0.24081
NLA12_LA-141,1,NLA 12,,,372,NA
NLA12_LA-141,1,NLA 12,,,426,NA
NLA12_LA-152,1,NLA 12,,,47.1,NA
NLA12_LA-152,1,NLA 12,,,35.2,0.10506
NLA12_LA-154,1,NLA 12,,,250,NA
NLA12_LA-155,1,NLA 12,,,4.14,NA
NLA12_LA-155,1,NLA 12,,,5.266666667,NA
NLA12_LA-161,1,NLA 12,,,13.648,NA
NLA12_LA-161,1,NLA 12,,,11.36,0.12925
NLA12_LA-172,1,NLA 12,,,74,0.11009
NLA12_LA-172,1,NLA 12,,,53.33,0.13571
NLA12_MA-105,1,NLA 12,,,14.3,NA
NLA12_MA-105,1,NLA 12,,,6.34,0.10883
NLA12_MA-105,2,NLA 12,,,8.96,NA
NLA12_MA-105,2,NLA 12,,,7.84,NA
NLA12_MA-106,1,NLA 12,,,5.273846154,NA
NLA12_MA-106,1,NLA 12,,,2.59,NA
NLA12_MA-108,1,NLA 12,,,18.18666667,NA
NLA12_MA-108,1,NLA 12,,,50,NA
NLA12_MA-109,1,NLA 12,,,1.53,0.40792
NLA12_MA-109,1,NLA 12,,,1.472,0.32974
NLA12_MA-110,1,NLA 12,,,5.08,0.11809
NLA12_MA-110,1,NLA 12,,,4.49,0.13698
NLA12_MA-111,1,NLA 12,,,5.533333333,NA
NLA12_MA-111,1,NLA 12,,,6.51,NA
NLA12_MD-105,1,NLA 12,,,22.24,0.51019
NLA12_MD-105,1,NLA 12,,,21.12,0.4367
NLA12_MD-105,2,NLA 12,,,58.6,0.24811
NLA12_MD-105,2,NLA 12,,,43.2,0.30255
NLA12_MD-115,1,NLA 12,,,105.6,0.14389
NLA12_MD-115,1,NLA 12,,,96.8,0.14705
NLA12_MD-118,1,NLA 12,,,3.686153846,NA
NLA12_MD-118,1,NLA 12,,,4.84,NA
NLA12_ME-113,1,NLA 12,,,13.94,NA
NLA12_ME-113,1,NLA 12,,,12.816,NA
NLA12_ME-114,1,NLA 12,,,2.2,NA
NLA12_ME-114,1,NLA 12,,,1.92,NA
NLA12_ME-115,1,NLA 12,,,1.5,NA
NLA12_ME-115,1,NLA 12,,,1.872,NA
NLA12_ME-116,1,NLA 12,,,2.67,NA
NLA12_ME-116,1,NLA 12,,,3.461,NA
NLA12_ME-118,1,NLA 12,,,1.68,NA
NLA12_ME-118,1,NLA 12,,,2.092,NA
NLA12_ME-120,1,NLA 12,,,2.72,NA
NLA12_ME-120,1,NLA 12,,,3.56,NA
NLA12_ME-121,1,NLA 12,,,1.13,NA
NLA12_ME-121,1,NLA 12,,,15.893,NA
NLA12_ME-122,1,NLA 12,,,1.68,NA
NLA12_ME-122,1,NLA 12,,,4.62,NA
NLA12_ME-126,1,NLA 12,,,1.652,NA
NLA12_ME-126,1,NLA 12,,,1.56,NA
NLA12_ME-126,2,NLA 12,,,1.456,NA
NLA12_ME-126,2,NLA 12,,,1.4,NA
NLA12_ME-129,1,NLA 12,,,3.55,0.57586
NLA12_ME-129,1,NLA 12,,,3.925333333,0.52543
NLA12_ME-130,1,NLA 12,,,2.5,NA
NLA12_ME-130,1,NLA 12,,,2.443,NA
NLA12_ME-134,1,NLA 12,,,1.92,0.11294
NLA12_ME-134,1,NLA 12,,,2.448,NA
NLA12_ME-135,1,NLA 12,,,2.256,NA
NLA12_ME-135,1,NLA 12,,,2.52,NA
NLA12_ME-137,1,NLA 12,,,4.874,0.11231
NLA12_ME-137,1,NLA 12,,,1.71,NA
NLA12_MI-120,1,NLA 12,,,22.48,NA
NLA12_MI-120,1,NLA 12,,,13.84,0.12735
NLA12_MI-122,1,NLA 12,,,1.045,NA
NLA12_MI-122,1,NLA 12,,,1.18,NA
NLA12_MI-123,1,NLA 12,,,1.88,0.11063
NLA12_MI-123,1,NLA 12,,,6.186666667,NA
NLA12_MI-125,1,NLA 12,,,5.84,NA
NLA12_MI-125,1,NLA 12,,,6.83,NA
NLA12_MI-126,1,NLA 12,,,4.106666667,0.15447
NLA12_MI-126,1,NLA 12,,,2.87,0.22063
NLA12_MI-128,1,NLA 12,,,3.032,0.13836
NLA12_MI-128,1,NLA 12,,,3.38,0.2205
NLA12_MI-129,1,NLA 12,,,2.373333333,0.31968
NLA12_MI-129,1,NLA 12,,,2.13,0.30382
NLA12_MI-130,1,NLA 12,,,1.85,NA
NLA12_MI-130,1,NLA 12,,,1.266666667,NA
NLA12_MI-132,1,NLA 12,,,12.78,4.99447
NLA12_MI-132,1,NLA 12,,,7.26,3.53692
NLA12_MI-133,1,NLA 12,,,1.05,NA
NLA12_MI-133,1,NLA 12,,,1.4016,NA
NLA12_MI-135,1,NLA 12,,,4.581,0.10722
NLA12_MI-135,1,NLA 12,,,3.32,NA
NLA12_MI-136,1,NLA 12,,,6.224,NA
NLA12_MI-136,1,NLA 12,,,6.92,NA
NLA12_MI-137,1,NLA 12,,,6.68,0.17342
NLA12_MI-137,1,NLA 12,,,5.4625,0.13447
NLA12_MI-138,1,NLA 12,,,4.113333333,0.16769
NLA12_MI-138,1,NLA 12,,,2.91,NA
NLA12_MI-139,1,NLA 12,,,8.32,0.28839
NLA12_MI-139,1,NLA 12,,,8.47,0.29855
NLA12_MI-139,2,NLA 12,,,6.62,1.4011
NLA12_MI-139,2,NLA 12,,,8.32,1.52126
NLA12_MI-141,1,NLA 12,,,2.313333333,NA
NLA12_MI-141,1,NLA 12,,,2.4,NA
NLA12_MI-142,1,NLA 12,,,5.37,NA
NLA12_MI-142,1,NLA 12,,,6.21,0.10516
NLA12_MI-144,1,NLA 12,,,3.514666667,NA
NLA12_MI-144,1,NLA 12,,,3.64,0.10806
NLA12_MI-145,1,NLA 12,,,4.36,0.21886
NLA12_MI-145,1,NLA 12,,,5.824,0.23806
NLA12_MI-148,1,NLA 12,,,1.91,NA
NLA12_MI-148,1,NLA 12,,,1.530666667,NA
NLA12_MI-150,1,NLA 12,,,7.428571429,0.1167
NLA12_MI-150,1,NLA 12,,,8.18,0.13062
NLA12_MI-151,1,NLA 12,,,3.05,NA
NLA12_MI-151,1,NLA 12,,,3.423,NA
NLA12_MI-152,1,NLA 12,,,23.3,0.14037
NLA12_MI-152,1,NLA 12,,,8.48,0.15754
NLA12_MI-155,1,NLA 12,,,6.8,0.243
NLA12_MI-155,1,NLA 12,,,6.83,0.30749
NLA12_MI-161,1,NLA 12,,,12.29,0.29594
NLA12_MI-161,1,NLA 12,,,15.392,0.33927
NLA12_MI-162,1,NLA 12,,,1.97,NA
NLA12_MI-162,1,NLA 12,,,2.341333333,NA
NLA12_MI-164,1,NLA 12,,,25.65333333,0.34563
NLA12_MI-164,1,NLA 12,,,16.11,0.13722
NLA12_MI-165,1,NLA 12,,,16.48,NA
NLA12_MI-165,1,NLA 12,,,12.74,NA
NLA12_MI-167,1,NLA 12,,,4.08,NA
NLA12_MI-167,1,NLA 12,,,12.64,0.10168
NLA12_MI-168,1,NLA 12,,,13.41538462,NA
NLA12_MI-168,1,NLA 12,,,12.64,0.13858
NLA12_MI-169,1,NLA 12,,,3.66,NA
NLA12_MI-169,1,NLA 12,,,21.12,NA
NLA12_MI-172,1,NLA 12,,,2.5,0.314
NLA12_MI-172,1,NLA 12,,,2.712,0.25037
NLA12_MI-177,1,NLA 12,,,1.670857143,0.42672
NLA12_MI-177,1,NLA 12,,,1.21,0.36956
NLA12_MI-178,1,NLA 12,,,2.864,NA
NLA12_MI-178,1,NLA 12,,,1.22,NA
NLA12_MN-123,1,NLA 12,,,12.76,NA
NLA12_MN-123,1,NLA 12,,,20.4,NA
NLA12_MN-123,2,NLA 12,,,2.976,NA
NLA12_MN-123,2,NLA 12,,,5.18,NA
NLA12_MN-126,1,NLA 12,,,9.09,NA
NLA12_MN-126,1,NLA 12,,,14.048,0.19
NLA12_MN-127,1,NLA 12,,,40.8,NA
NLA12_MN-127,1,NLA 12,,,42.8,0.15
NLA12_MN-130,1,NLA 12,,,7.536,NA
NLA12_MN-130,1,NLA 12,,,3.34,NA
NLA12_MN-131,1,NLA 12,,,3,NA
NLA12_MN-131,1,NLA 12,,,2.9,NA
NLA12_MN-132,1,NLA 12,,,4.57,NA
NLA12_MN-132,1,NLA 12,,,5.245714286,NA
NLA12_MN-135,1,NLA 12,,,130.93,0.41
NLA12_MN-135,1,NLA 12,,,80,0.41
NLA12_MN-136,1,NLA 12,,,13.44,NA
NLA12_MN-136,1,NLA 12,,,8.8,NA
NLA12_MN-137,1,NLA 12,,,37.84,6.9
NLA12_MN-137,1,NLA 12,,,107.2,8.2
NLA12_MN-138,1,NLA 12,,,4.64,NA
NLA12_MN-138,1,NLA 12,,,5.7,NA
NLA12_MN-141,1,NLA 12,,,4.78,NA
NLA12_MN-141,1,NLA 12,,,4.384,0.15
NLA12_MN-143,1,NLA 12,,,30.4,0.81
NLA12_MN-143,1,NLA 12,,,30.13333333,0.79
NLA12_MN-144,1,NLA 12,,,1.632,NA
NLA12_MN-144,1,NLA 12,,,6.99,NA
NLA12_MN-145,1,NLA 12,,,3.008,NA
NLA12_MN-145,1,NLA 12,,,2.51,NA
NLA12_MN-147,1,NLA 12,,,10.22857143,NA
NLA12_MN-147,1,NLA 12,,,10.45,NA
NLA12_MN-150,1,NLA 12,,,5.44,NA
NLA12_MN-150,1,NLA 12,,,6.08,NA
NLA12_MN-152,1,NLA 12,,,61.2,0.17
NLA12_MN-152,1,NLA 12,,,59.6,0.17
NLA12_MN-153,1,NLA 12,,,5.74,NA
NLA12_MN-153,1,NLA 12,,,6.704,NA
NLA12_MN-157,1,NLA 12,,,44.6,0.22
NLA12_MN-157,1,NLA 12,,,50.4,0.17
NLA12_MN-158,1,NLA 12,,,97.6,0.54
NLA12_MN-158,1,NLA 12,,,69.2,0.39
NLA12_MN-160,1,NLA 12,,,15.16,0.17
NLA12_MN-160,1,NLA 12,,,15.04,0.18
NLA12_MN-162,1,NLA 12,,,7.536,NA
NLA12_MN-162,1,NLA 12,,,8.56,NA
NLA12_MN-163,1,NLA 12,,,56.96,1.9
NLA12_MN-163,1,NLA 12,,,68.16,1.04
NLA12_MN-167,1,NLA 12,,,48.8,0.38
NLA12_MN-167,1,NLA 12,,,49.6,0.48
NLA12_MN-170,1,NLA 12,,,3.89,NA
NLA12_MN-170,1,NLA 12,,,5.512,NA
NLA12_MN-171,1,NLA 12,,,18.96,0.18
NLA12_MN-171,1,NLA 12,,,18.69333333,0.23
NLA12_MN-177,1,NLA 12,,,56,NA
NLA12_MN-177,1,NLA 12,,,77.2,0.16
NLA12_MN-180,1,NLA 12,,,18.32,0.27
NLA12_MN-180,1,NLA 12,,,17.16,0.22
NLA12_MN-181,1,NLA 12,,,2.592,NA
NLA12_MN-181,1,NLA 12,,,4.26,NA
NLA12_MN-R12,1,NLA 12,,,5.76,0.33373
NLA12_MN-R12,1,NLA 12,,,5.44,0.42934
NLA12_MN-R13,1,NLA 12,,,8.27,0.14425
NLA12_MN-R13,1,NLA 12,,,9.6,0.12601
NLA12_MN-R14,1,NLA 12,,,14.64,NA
NLA12_MN-R14,1,NLA 12,,,28.56,NA
NLA12_MO-108,1,NLA 12,,,2.192,0.13627
NLA12_MO-108,1,NLA 12,,,2.21,NA
NLA12_MO-108,2,NLA 12,,,6.928,NA
NLA12_MO-108,2,NLA 12,,,5.9,NA
NLA12_MO-109,1,NLA 12,,,22.9,0.1712
NLA12_MO-109,1,NLA 12,,,29.4,0.18076
NLA12_MO-110,1,NLA 12,,,6.656,NA
NLA12_MO-110,1,NLA 12,,,14.75,NA
NLA12_MO-115,1,NLA 12,,,11.14,0.10229
NLA12_MO-115,1,NLA 12,,,18.08,NA
NLA12_MO-117,1,NLA 12,,,1.192,NA
NLA12_MO-117,1,NLA 12,,,1.56,NA
NLA12_MO-119,1,NLA 12,,,4.336,NA
NLA12_MO-119,1,NLA 12,,,3.63,NA
NLA12_MO-120,1,NLA 12,,,46,NA
NLA12_MO-120,1,NLA 12,,,38.6,NA
NLA12_MO-122,1,NLA 12,,,148.4,0.91958
NLA12_MO-122,1,NLA 12,,,86.4,3.14703
NLA12_MO-123,1,NLA 12,,,42,0.19609
NLA12_MO-123,1,NLA 12,,,56.66666667,0.24811
NLA12_MO-126,1,NLA 12,,,71.6,0.10308
NLA12_MO-126,1,NLA 12,,,117.6666667,NA
NLA12_MS-112,1,NLA 12,,,6.348,NA
NLA12_MS-112,1,NLA 12,,,6.05,NA
NLA12_MS-113,1,NLA 12,,,3.18,NA
NLA12_MS-113,1,NLA 12,,,3.552,NA
NLA12_MS-116,1,NLA 12,,,3.944,NA
NLA12_MS-116,1,NLA 12,,,4.27,NA
NLA12_MS-116,2,NLA 12,,,6.448,0.12144
NLA12_MS-116,2,NLA 12,,,9.58,NA
NLA12_MS-119,1,NLA 12,,,24.8,0.10464
NLA12_MS-119,1,NLA 12,,,23.04,NA
NLA12_MS-125,1,NLA 12,,,217.6,NA
NLA12_MS-125,1,NLA 12,,,75.2,NA
NLA12_MS-126,1,NLA 12,,,11.25,0.15754
NLA12_MS-126,1,NLA 12,,,27.2,0.20598
NLA12_MS-128,1,NLA 12,,,8.576,NA
NLA12_MS-128,1,NLA 12,,,8.1,NA
NLA12_MS-R03,1,NLA 12,,,55.84,0.17811
NLA12_MS-R03,1,NLA 12,,,52.8,0.18233
NLA12_MT-119,1,NLA 12,,,143.6,0.53602
NLA12_MT-119,1,NLA 12,,,145.2,0.35035
NLA12_MT-120,1,NLA 12,,,0.69,NA
NLA12_MT-120,1,NLA 12,,,1.03,NA
NLA12_MT-124,1,NLA 12,,,0.81,NA
NLA12_MT-124,1,NLA 12,,,0.742,NA
NLA12_MT-126,1,NLA 12,,,4.8,0.21999
NLA12_MT-126,1,NLA 12,,,1.572,0.23202
NLA12_MT-135,1,NLA 12,,,231.12,0.26078
NLA12_MT-135,1,NLA 12,,,153,0.40077
NLA12_MT-136,1,NLA 12,,,0.684,NA
NLA12_MT-136,1,NLA 12,,,0.47,NA
NLA12_MT-138,1,NLA 12,,,11.41,0.24098
NLA12_MT-138,1,NLA 12,,,11.296,0.44128
NLA12_MT-140,1,NLA 12,,,0.338,NA
NLA12_MT-140,1,NLA 12,,,0.35,NA
NLA12_MT-142,1,NLA 12,,,3.24,NA
NLA12_MT-142,1,NLA 12,,,2.224,0.10582
NLA12_MT-143,1,NLA 12,,,0.89,NA
NLA12_MT-143,1,NLA 12,,,0.63,NA
NLA12_MT-144,1,NLA 12,,,5,NA
NLA12_MT-144,1,NLA 12,,,4.11,NA
NLA12_MT-151,1,NLA 12,,,57.6,NA
NLA12_MT-151,1,NLA 12,,,4.48,NA
NLA12_MT-152,1,NLA 12,,,1.204,NA
NLA12_MT-152,1,NLA 12,,,1.12,NA
NLA12_MT-156,1,NLA 12,,,1.346666667,NA
NLA12_MT-156,1,NLA 12,,,1.08,NA
NLA12_MT-160,1,NLA 12,,,8.24,NA
NLA12_MT-160,1,NLA 12,,,30.312,NA
NLA12_MT-162,1,NLA 12,,,1.624,NA
NLA12_MT-162,1,NLA 12,,,1.2,NA
NLA12_MT-164,1,NLA 12,,,2.8,NA
NLA12_MT-164,1,NLA 12,,,1.782,NA
NLA12_MT-164,2,NLA 12,,,1.216,NA
NLA12_MT-164,2,NLA 12,,,1.28,NA
NLA12_MT-177,1,NLA 12,,,2.197333333,0.11185
NLA12_MT-177,1,NLA 12,,,3.56,0.10586
NLA12_NC-107,1,NLA 12,,,31.2,0.13185
NLA12_NC-107,1,NLA 12,,,7.58,0.15264
NLA12_NC-108,1,NLA 12,,,2.034285714,0.12532
NLA12_NC-108,1,NLA 12,,,1.87,NA
NLA12_NC-109,1,NLA 12,,,2.05,NA
NLA12_NC-109,1,NLA 12,,,1.45,NA
NLA12_NC-114,1,NLA 12,,,56.26666667,0.16081
NLA12_NC-114,1,NLA 12,,,40.8,0.15971
NLA12_NC-115,1,NLA 12,,,9.12,NA
NLA12_NC-115,1,NLA 12,,,13.22666667,NA
NLA12_NC-116,1,NLA 12,,,24.96,NA
NLA12_NC-116,1,NLA 12,,,22.4,NA
NLA12_NC-116,2,NLA 12,,,53.02857143,NA
NLA12_NC-116,2,NLA 12,,,53.03,0.10948
NLA12_NC-124,1,NLA 12,,,50.27,0.18113
NLA12_NC-124,1,NLA 12,,,92.016,0.13398
NLA12_NC-127,1,NLA 12,,,7.12,NA
NLA12_NC-127,1,NLA 12,,,7.725714286,NA
NLA12_NC-134,1,NLA 12,,,24.32,0.98715
NLA12_NC-134,1,NLA 12,,,25.44,1.14654
NLA12_ND-115,1,NLA 12,,,5.16,NA
NLA12_ND-115,1,NLA 12,,,7.48,0.13164
NLA12_ND-115,2,NLA 12,,,55.8,0.13935
NLA12_ND-115,2,NLA 12,,,216,0.12958
NLA12_ND-118,1,NLA 12,,,2.09,0.61762
NLA12_ND-118,1,NLA 12,,,1.76,0.41561
NLA12_ND-119,1,NLA 12,,,11.64,0.38183
NLA12_ND-119,1,NLA 12,,,12.36,0.33742
NLA12_ND-126,1,NLA 12,,,59.2,0.12735
NLA12_ND-126,1,NLA 12,,,62.8,0.11717
NLA12_ND-129,1,NLA 12,,,584.64,5.28905
NLA12_ND-129,1,NLA 12,,,283.2,3.74658
NLA12_ND-131,1,NLA 12,,,37.97,0.12614
NLA12_ND-131,1,NLA 12,,,2.917333333,0.11714
NLA12_ND-134,1,NLA 12,,,24.4,3.16651
NLA12_ND-134,1,NLA 12,,,22.64,2.28925
NLA12_ND-139,1,NLA 12,,,2.732,1.2389
NLA12_ND-139,1,NLA 12,,,11.24,2.76515
NLA12_ND-145,1,NLA 12,,,20.36923077,0.6652
NLA12_ND-145,1,NLA 12,,,16.6,0.30162
NLA12_ND-146,1,NLA 12,,,23.36,NA
NLA12_ND-146,1,NLA 12,,,24.96,NA
NLA12_ND-149,1,NLA 12,,,164,1.47175
NLA12_ND-149,1,NLA 12,,,176.14,1.58937
NLA12_ND-155,1,NLA 12,,,0.708,0.87197
NLA12_ND-155,1,NLA 12,,,0.65,0.81565
NLA12_ND-156,1,NLA 12,,,78.56,2.09514
NLA12_ND-156,1,NLA 12,,,81.12,4.37654
NLA12_ND-160,1,NLA 12,,,9.39,NA
